파타, 96, 163
라파, 59, 162
파아, 85, 173
파타, 42, 140
다차, 64, 189
자라, 87, 184
라사, 70, 177
가바, 66, 194
자차, 85, 141
바라, 65, 159
파바, 60, 157
카파, 72, 141
사가, 99, 158
파타, 74, 173
차라, 95, 189
사아, 78, 158
아사, 94, 164
다라, 74, 169
하하, 60, 175
자마, 82, 197
자카, 97, 179
나카, 42, 182
바타, 86, 159
다타, 44, 199
바마, 62, 159
마자, 82, 147
자다, 66, 189
하타, 46, 178
카카, 83, 177
바다, 42, 155
사라, 50, 144
하카, 61, 152
마가, 51, 163
나가, 98, 186
라마, 94, 152
다타, 55, 145
사나, 47, 191
타바, 92, 175
차아, 85, 175
사마, 66, 177
카사, 56, 148
파다, 88, 154
카하, 84, 144
차라, 97, 170
마가, 83, 186
자마, 82, 156
가타, 95, 161
카카, 67, 165
하마, 81, 171
아바, 62, 195
가라, 66, 175
차가, 49, 189
카하, 77, 172
아다, 96, 183
라다, 63, 193
다차, 74, 174
다마, 57, 148
바다, 54, 168
라가, 72, 160
자사, 98, 159
사아, 81, 159
카나, 99, 193
자타, 54, 147
타차, 46, 158
나차, 72, 164
마나, 50, 143
마사, 46, 147
타가, 94, 162
아자, 54, 192
하라, 91, 193
나카, 99, 180
라가, 48, 196
하하, 93, 149
아마, 99, 182
차파, 85, 180
차가, 97, 159
바바, 99, 176
가카, 75, 158
아자, 49, 150
나라, 45, 181
하카, 47, 181
차차, 51, 186
나다, 98, 140
타가, 98, 189
가라, 89, 192
가라, 55, 189
파하, 51, 176
하하, 42, 150
차바, 76, 178
라바, 98, 182
다하, 46, 169
하사, 43, 163
바마, 74, 192
사나, 81, 161
다카, 51, 192
자타, 66, 182
바타, 71, 151
파카, 50, 189
나타, 91, 176
카다, 92, 188
사바, 61, 158
사마, 93, 182
타가, 54, 146
바파, 76, 183
타가, 95, 141
사라, 72, 191
자바, 98, 181
하차, 83, 181
바하, 67, 181
차아, 59, 194
나아, 63, 190
아가, 75, 140
나나, 83, 184
라카, 70, 160
자다, 58, 194
파파, 46, 196
차카, 96, 194
파카, 84, 183
하파, 84, 196
가가, 52, 148
바파, 63, 151
카라, 40, 170
사자, 56, 161
라파, 61, 142
사마, 47, 186
자자, 90, 191
나라, 52, 178
가나, 86, 158
파가, 40, 161
차마, 81, 188
라가, 47, 184
타바, 62, 198
사라, 83, 168
하나, 44, 178
가나, 69, 191
바차, 71, 189
차파, 42, 190
파자, 49, 169
카마, 93, 180
라자, 83, 180
하사, 62, 164
라나, 86, 177
자차, 78, 141
다사, 82, 148
바사, 47, 187
라하, 70, 173
나가, 89, 165
사마, 44, 163
다나, 78, 140
사카, 57, 191
다아, 42, 143
다다, 72, 151
자차, 40, 163
바카, 54, 148
나타, 72, 145
라차, 42, 194
다자, 87, 140
나카, 80, 146
타자, 97, 188
가사, 56, 198
타사, 91, 196
바나, 78, 163
바타, 48, 177
사차, 93, 155
라사, 91, 183
차사, 87, 181
파가, 73, 157
파자, 48, 183
가다, 85, 169
라나, 42, 179
나파, 43, 178
다사, 62, 159
마나, 85, 175
다마, 97, 165
자라, 83, 187
다마, 80, 159
가타, 92, 190
하타, 70, 181
라카, 73, 149
사파, 73, 148
나카, 47, 145
다사, 85, 140
파자, 96, 141
라타, 80, 170
타카, 88, 150
파다, 59, 168
파타, 84, 146
나다, 62, 157
바사, 55, 198
아다, 74, 145
바사, 68, 199
카바, 49, 146
다아, 74, 189
파차, 87, 172
타다, 92, 177
타마, 70, 161
하카, 57, 163
라나, 80, 199
카마, 43, 144
가사, 59, 151
타차, 98, 156
라차, 47, 145
차바, 49, 147
라아, 57, 195
가아, 88, 194
다파, 99, 159
다차, 76, 191
나차, 80, 147
라바, 50, 168
마아, 57, 197
가카, 70, 155
카차, 63, 197
사바, 51, 160
카하, 66, 173
바아, 40, 181
다다, 81, 154
라파, 75, 152
차바, 46, 149
나마, 86, 192
하나, 69, 175
사가, 90, 198
나파, 54, 192
사바, 82, 182
아다, 62, 149
타차, 74, 185
하파, 49, 163
자바, 92, 175
사차, 55, 173
하하, 46, 181
하나, 86, 143
마차, 84, 155
가타, 91, 172
라카, 75, 143
다나, 55, 176
자마, 83, 145
파가, 57, 190
카라, 93, 155
차하, 62, 197
마타, 53, 173
아가, 90, 188
라마, 76, 188
카마, 55, 149
라하, 58, 189
가바, 72, 147
자카, 78, 197
자마, 99, 194
아카, 85, 198
파다, 49, 156
나자, 96, 159
사카, 61, 170
자하, 59, 188
라자, 45, 173
라사, 57, 194
마나, 88, 170
차타, 62, 154
나바, 84, 165
다라, 59, 140
바가, 92, 187
파하, 78, 151
마다, 61, 166
마나, 78, 149
자라, 86, 164
하다, 96, 169
카타, 40, 159
가나, 49, 142
자파, 44, 165
바마, 54, 146
파바, 56, 163
마타, 50, 175
차카, 58, 188
아다, 62, 164
차다, 88, 179
자사, 78, 167
사마, 56, 176
아마, 41, 173
다나, 68, 168
사사, 83, 145
다카, 88, 167
아사, 80, 152
나하, 45, 180
파나, 77, 198
카타, 96, 157
하사, 98, 181
사자, 93, 147
다파, 96, 172
마카, 90, 159
마다, 62, 180
라마, 41, 155
카하, 41, 149
아사, 90, 176
나바, 78, 162
바파, 62, 194
카하, 80, 145
파카, 86, 153
아차, 50, 177
파자, 89, 165
마하, 62, 170
타타, 76, 168
바바, 42, 177
가아, 70, 181
타하, 70, 146
자바, 47, 140
하다, 61, 159
자차, 79, 178
파다, 80, 154
가마, 76, 143
하파, 94, 153
라아, 51, 190
다바, 95, 197
자카, 73, 143
라자, 65, 193
자바, 72, 158
나다, 67, 164
다타, 82, 144
바가, 75, 170
파마, 74, 191
카나, 73, 178
라카, 41, 182
바다, 72, 188
카다, 49, 190
라차, 49, 183
하마, 70, 152
하타, 58, 187
파아, 86, 141
마마, 69, 198
타자, 49, 147
가라, 86, 159
파카, 57, 165
바마, 51, 185
사라, 92, 196
바파, 50, 199
차차, 97, 142
타바, 40, 174
나차, 92, 190
다아, 81, 180
라다, 47, 180
마라, 41, 199
사가, 55, 198
차파, 88, 195
카타, 64, 178
자자, 67, 142
나카, 42, 191
가다, 44, 174
사바, 93, 140
다라, 92, 144
아라, 56, 178
나라, 49, 190
마마, 84, 184
카사, 95, 168
아타, 60, 182
카아, 92, 183
가나, 47, 143
하다, 99, 153
사가, 79, 174
다바, 40, 194
바카, 85, 150
다마, 57, 149
파다, 52, 199
자사, 90, 182
카자, 47, 175
다하, 72, 168
바가, 69, 141
라하, 73, 150
차타, 70, 197
라다, 51, 160
자마, 63, 146
사차, 44, 158
가바, 88, 177
카카, 70, 185
아바, 99, 147
아파, 81, 187
다하, 97, 176
타아, 85, 142
가사, 46, 146
바아, 95, 157
하나, 58, 162
타라, 77, 198
마가, 59, 143
다가, 95, 186
타파, 52, 181
나가, 63, 149
가카, 59, 161
하카, 52, 181
가라, 78, 166
사하, 51, 198
가차, 94, 163
나카, 64, 195
마차, 73, 178
다바, 87, 198
다가, 99, 189
바자, 46, 165
아차, 73, 195
마마, 82, 188
파자, 66, 194
파타, 40, 162
사하, 72, 187
하카, 53, 171
사바, 60, 167
자가, 64, 194
카타, 78, 179
자카, 66, 187
나아, 74, 163
타타, 95, 191
사타, 72, 193
타하, 95, 177
카나, 79, 142
자사, 85, 198
라사, 50, 167
자자, 80, 155
차파, 48, 158
타마, 87, 156
아나, 74, 171
아나, 51, 171
다나, 52, 159
파자, 50, 191
파자, 80, 144
차아, 76, 169
카바, 94, 182
사사, 57, 183
파차, 51, 158
사사, 61, 152
차차, 76, 144
가다, 89, 151
자라, 42, 184
파파, 57, 183
라아, 80, 151
하바, 91, 188
카나, 51, 189
다하, 40, 188
타가, 79, 193
자사, 92, 164
다사, 47, 149
나하, 81, 163
나차, 91, 157
라자, 52, 187
다하, 47, 183
자타, 79, 163
라나, 75, 184
타라, 69, 195
차파, 82, 195
하나, 80, 167
바마, 44, 162
카사, 86, 173
라자, 46, 190
타차, 66, 184
타파, 84, 157
카다, 52, 141
라가, 93, 194
파카, 70, 190
바다, 93, 146
가파, 97, 185
바카, 50, 142
가차, 75, 186
가아, 75, 149
차자, 78, 173
가차, 42, 148
자다, 65, 187
라자, 52, 164
아나, 42, 162
타라, 88, 183
라차, 81, 187
타파, 94, 158
라차, 87, 184
라라, 65, 199
타마, 65, 144
나파, 85, 146
마가, 55, 149
파파, 57, 162
타다, 57, 165
다하, 43, 160
하하, 71, 154
다나, 44, 176
라사, 44, 145
가아, 98, 191
바아, 72, 195
마사, 86, 162
카마, 45, 169
마아, 95, 140
라가, 63, 197
가자, 72, 174
라라, 86, 179
차마, 57, 158
아하, 86, 158
바가, 55, 151
차사, 59, 171
다자, 86, 183
라파, 87, 196
나카, 77, 159
카가, 57, 162
아아, 93, 186
타가, 85, 168
마가, 94, 193
가카, 69, 154
카마, 50, 141
아사, 96, 159
가마, 72, 191
다마, 59, 178
사아, 67, 183
가타, 63, 153
가하, 78, 186
마파, 92, 169
자사, 59, 191
타사, 65, 181
차바, 80, 155
아카, 72, 182
카바, 92, 189
아파, 84, 198
아마, 99, 169
바타, 49, 177
자아, 44, 188
사바, 58, 162
타바, 52, 178
라바, 78, 150
자마, 66, 189
자가, 49, 186
사마, 40, 160
하하, 54, 199
자자, 51, 144
카사, 81, 146
아파, 75, 145
다타, 69, 179
파다, 77, 182
마마, 69, 143
라다, 59, 149
자나, 76, 198
바다, 41, 149
사다, 45, 154
사자, 88, 155
아마, 90, 196
가라, 89, 155
타자, 97, 171
가아, 50, 184
자차, 43, 185
카마, 40, 176
가라, 93, 149
파자, 49, 179
다타, 48, 148
가카, 67, 176
파파, 44, 148
마사, 89, 196
라타, 62, 184
다파, 74, 188
마아, 42, 157
하아, 61, 177
나차, 98, 157
카차, 80, 153
하자, 96, 173
하카, 45, 145
마아, 78, 160
바가, 50, 189
자나, 71, 149
아사, 50, 156
가바, 57, 169
하마, 55, 153
나타, 76, 175
바라, 54, 168
라라, 87, 177
자자, 45, 166
라가, 45, 197
자카, 56, 141
아바, 67, 187
나파, 50, 149
파타, 75, 172
타자, 44, 148
카차, 67, 168
가하, 63, 193
마바, 46, 174
마다, 85, 192
자차, 84, 173
아하, 80, 185
하자, 41, 170
자하, 40, 197
하카, 92, 176
라라, 90, 152
파다, 83, 147
파파, 79, 160
사자, 91, 142
바타, 50, 175
가파, 78, 143
나차, 49, 152
카바, 76, 184
사타, 90, 157
타라, 80, 190
나사, 47, 165
사마, 92, 174
카나, 81, 144
마카, 59, 185
자타, 60, 197
아다, 79, 143
카타, 87, 170
타사, 81, 197
자가, 40, 184
자차, 67, 194
다라, 67, 195
차하, 49, 145
나다, 96, 165
아하, 54, 155
하다, 88, 173
라아, 71, 152
마차, 54, 193
사하, 59, 156
라나, 83, 192
자가, 86, 165
자사, 75, 193
하아, 53, 174
하가, 54, 197
나사, 68, 151
바아, 88, 143
자카, 85, 140
사사, 41, 181
카가, 66, 174
아다, 71, 159
하사, 67, 171
라마, 58, 180
바다, 51, 177
카아, 99, 152
아아, 49, 196
바하, 62, 171
나마, 62, 172
파바, 98, 142
카바, 71, 145
나나, 48, 161
타라, 72, 142
파차, 71, 141
바아, 96, 174
하마, 85, 149
다차, 99, 178
자타, 63, 178
차다, 92, 176
바가, 98, 177
나가, 47, 149
아카, 89, 185
자파, 85, 152
바파, 89, 164
라사, 43, 168
카하, 85, 154
파마, 63, 184
다파, 65, 148
차다, 54, 185
타하, 61, 161
가가, 67, 171
하차, 91, 160
바자, 49, 188
하하, 98, 147
마아, 79, 151
카라, 58, 191
자차, 88, 173
아차, 63, 140
나나, 67, 161
사라, 54, 149
나아, 99, 162
바아, 47, 153
파가, 66, 181
라자, 89, 143
라아, 45, 145
마파, 98, 192
사차, 69, 156
사차, 68, 171
파차, 72, 158
자가, 78, 189
사마, 56, 180
사마, 89, 143
라가, 68, 180
하하, 55, 174
파바, 55, 173
나카, 53, 149
차라, 44, 144
타카, 98, 158
타아, 76, 178
차타, 57, 157
아가, 49, 169
라하, 74, 174
하자, 51, 151
타아, 81, 158
나자, 58, 155
다하, 41, 188
아타, 51, 167
하자, 83, 185
하파, 44, 161
다자, 91, 170
아사, 55, 145
나나, 69, 193
파하, 93, 142
차아, 70, 144
차바, 52, 170
카바, 44, 153
파사, 67, 182
나바, 44, 199
파사, 81, 164
차차, 50, 189
나타, 73, 178
바가, 42, 181
나라, 86, 166
하파, 43, 179
가바, 83, 177
아라, 85, 194
사자, 62, 152
카라, 63, 158
카자, 52, 142
타아, 93, 148
나타, 72, 162
타바, 81, 171
사하, 91, 177
다라, 69, 181
카자, 97, 183
다나, 95, 191
바다, 99, 192
사아, 46, 145
파차, 56, 164
가바, 70, 155
마하, 77, 144
자하, 76, 192
사차, 65, 171
가자, 64, 171
카자, 60, 155
아차, 87, 160
파라, 70, 143
차카, 41, 140
가마, 45, 172
가아, 44, 198
자카, 99, 168
차마, 69, 199
마다, 99, 147
파차, 92, 176
사자, 72, 159
마타, 68, 198
라바, 84, 194
다사, 64, 170
아라, 87, 186
카자, 40, 144
파자, 50, 159
다가, 84, 170
아파, 44, 143
나파, 67, 148
하차, 57, 160
마바, 65, 158
타라, 49, 169
사자, 63, 173
라하, 59, 183
하나, 88, 171
사라, 43, 151
마라, 78, 178
아다, 42, 169
가아, 64, 184
파사, 70, 171
사타, 82, 140
라차, 54, 172
마아, 81, 141
아가, 93, 141
가아, 53, 142
아다, 97, 199
파사, 47, 151
마차, 69, 157
카차, 77, 151
타사, 41, 148
자아, 73, 187
타카, 82, 140
아사, 46, 148
사라, 58, 160
카자, 81, 195
마가, 46, 151
라바, 95, 157
파나, 81, 190
카다, 66, 154
사카, 94, 172
사카, 50, 153
바바, 96, 140
자타, 56, 184
다사, 80, 162
차다, 60, 189
마자, 89, 142
타나, 54, 177
바타, 90, 184
하카, 89, 140
차다, 82, 167
카카, 74, 174
자가, 80, 151
파다, 59, 145
나다, 53, 192
타라, 85, 158
나파, 57, 183
타다, 74, 165
차차, 44, 145
가타, 78, 147
자마, 76, 177
차카, 79, 167
타파, 81, 147
카카, 90, 172
다카, 85, 189
아가, 80, 198
다하, 40, 141
사자, 81, 167
차파, 63, 189
파다, 73, 193
타타, 95, 181
차나, 59, 163
나바, 43, 183
자바, 67, 152
나마, 97, 161
나타, 91, 194
하라, 97, 191
자사, 74, 142
파차, 52, 168
하타, 54, 166
사차, 76, 180
가나, 63, 181
다마, 55, 188
타하, 98, 148
아마, 88, 199
하아, 76, 197
바아, 40, 196
사다, 62, 180
사바, 63, 153
나나, 75, 149
아마, 72, 183
타가, 70, 161
자가, 99, 187
자카, 68, 163
카파, 89, 155
가카, 90, 185
아자, 55, 183
하카, 90, 177
사자, 88, 169
파타, 65, 168
마자, 85, 165
다하, 47, 170
라바, 96, 157
사사, 40, 141
타하, 87, 163
다라, 87, 197
하라, 92, 183
바사, 71, 169
하사, 91, 185
사마, 42, 182
자아, 86, 165
다차, 49, 141
파마, 78, 194
차자, 63, 181
아하, 59, 157
